entity_id,entity_name,type,area,query,result,top_title,top_url,top_snippet,domain,tier,error
ao-ba-om-ao-vuong-tra-vinh,Ao Bà Om (Ao Vuông) - thắng cảnh Trà Vinh,attraction,tra-vinh,Ao Bà Om Ao Vuông thắng cảnh Trà Vinh Trà Vinh điểm tham quan,MATCH,Ao Bà Om Trà Vinh - Điểm đến Trà Vinh ®Hitour,https://hitour.vn/tin-tuc-du-lich-tra-vinh/diem-den-tra-vinh/ao-ba-om-tra-vinh,"tour du lịch Trà Vinh. Ao Bà Om Trà Vinh - Ảnh: ST.Chùa Âng Trà Vinh tọa lạc bên quốc lộ 53, thuộc khóm 4, phường 8, thành phố Trà Vinh, tỉnh Trà Vinh.",hitour.vn,OTHER,
atm-vietcombank-benh-vien-da-khoa-tinh-vinh-long,ATM Vietcombank – Bệnh viện Đa khoa tỉnh,facility,vinh-long,ATM Vietcombank Bệnh viện Đa khoa tỉnh Vĩnh Long địa chỉ,MATCH,Danh Sách Điểm Đặt ATM Vietcombank Thành Phố Vĩnh Long,https://vietcombank.diadiembank.com/atm-vietcombank-thanh-pho-vinh-long/,"ATM Vietcombank BVĐK Vĩnh Long. Địa chỉ : 301 Trần Phú, Phường 4, Long Hồ, Vĩnh Long. Giờ Mở Cửa : 24/7. ATM Vietcombank Bệnh Viên Triều An - Loan Trâm.",vietcombank.diadiembank.com,OTHER,
ba-ba---banh-flan,Bà Ba - Bánh Flan,dish,ben-tre,Bà Ba Bánh Flan Bến Tre đặc sản OCOP,MATCH,22 Món ngon Bến Tre + quán ăn Bến Tre ngon nổi tiếng phải thử,https://vntraveller.com/quan-an-ben-tre/,"6-Quán flan Bà Ba – quán ăn Bến Tre ngon.Đuông Dừa – đặc sản nổi tiếng “dị” có phần kinh hãi nhưng thú vị của ẩm thực Bến Tre. Bởi chúng là sâu dừa chuyên ăn củ hũ dừa béo ngậy, ngọt nên thịt của chúng cũng ngọt, béo, bùi không kém.",vntraveller.com,OTHER,
ba-dong-beach-resort,Ba Động Beach Resort,accommodation,tra-vinh,Ba Động Beach Resort Trà Vinh địa chỉ,MATCH,Khu Du Lịch Biển Ba Động - Trà Vinh ở Thị Xã Duyên Hải... | Foody.vn,https://www.foody.vn/tra-vinh/khu-du-lich-bien-ba-dong-tra-vinh/binh-luan-364482,"Biển Ba động, 1 bãi biển nổi tiếng còn giữ nét hoang sơ nhất của Trà Vinh. Tôi bước tới đây vào một buổi sáng cùng bạn bè. Trên đường đi bạn được ngắm nhìn cả cuộc sống của người dân vùng biển, xanh đẹp, những bãi dưa hấu, bãi cà, đậu phộng, những đụn cát xa xa.",foody.vn,OTHER,
ba-du,Ba Du,person,vinh-long,Ba Du Vĩnh Long tiểu sử,AMBIGUOUS,Ba Du – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Ba_Du,"Ba Du (1904 – 1980) là một nghệ sĩ cải lương người Việt Nam. Ông là một trong những nghệ sĩ tiên phong của sân khấu cải lương Nam Bộ, được xem là một trong ""ngũ hổ tướng"" của Đoàn cải lương Nam Bộ trên đất Bắc sau năm 1954. Ông được truy tặng danh hiệu Nghệ sĩ nhân ...",vi.wikipedia.org,TIER1,
ba-linh-homestay,Ba Linh Homestay,accommodation,vinh-long,Ba Linh Homestay Vĩnh Long địa chỉ,MATCH,Ba Linh Homestay - Khách sạn giá tốt - Ưu đã lên tới 30%,https://mytour.vn/khach-san/22374-ba-linh-homestay.html,"Chào mừng bạn đến Ba Linh Homestay - Ngôi Nhà Ấm Cúng ở Vĩnh Long Địa chỉ: 112/8 An Thanh, An Binh, Long Ho, Vĩnh Long, Việt Nam Tại Ba Linh Homestay, chúng tôi cam kết mang đến không gian ấm cúng và dịch vụ tận tâm để bạn có một kỳ nghỉ đáng nhớ tại thành phố Vĩnh Long.",mytour.vn,TIER3,
ba-nhi-bun-bo-hue-vinh-long,Ba Nhì - Bún Bò Huế,dish,vinh-long,Ba Nhì Bún Bò Huế Vĩnh Long đặc sản OCOP,MATCH,"Top 8 đặc sản Trà Vinh Vĩnh Long ngon mê ly, giá bình dân",https://canthogo.vn/dac-san-tra-vinh-vinh-long/,"Trần Kim Nhờ Vĩnh Long, Đặc sản Không có bình luận. Trà Vinh (Vĩnh Long) – viên ngọc quý của Đồng bằng sông Cửu Long, không chỉ nổi tiếng với những vườn cây ăn trái trĩu quả hay những ngôi chùa Khmer cổ kính.",canthogo.vn,OTHER,
bai-bien-ba-dong,bãi biển Ba Động,nature,tra-vinh,bãi biển Ba Động Trà Vinh,MATCH,"Biển Ba Động Trà Vinh: Kinh nghiệm vui chơi, ăn uống A đến Z",https://blog.vexere.com/bien-ba-dong-tra-vinh/,"Nơi đây cách trung tâm thành phố Trà Vinh khoảng 55km và cách TP.HCM khoảng 200km. Với vẻ đẹp hoang sơ, bãi cát dài và không gian yên bình, biển Ba Động Trà Vinh ngày càng thu hút du khách tìm về khám phá và nghỉ dưỡng.",blog.vexere.com,TIER3,
bai-bien-ba-tri,Bãi biển Ba Tri,nature,ben-tre,Bãi biển Ba Tri Bến Tre,MATCH,Biển Ba Tri Bến Tre: Cẩm Nang Đi Biển Cồn Dừa Đẹp,https://dulichbinhminh.com/bien-ba-tri-ben-tre,"Đó là biển Ba Tri, thuộc huyện Ba Tri, tỉnh Bến Tre — nơi có ít khách du lịch hơn các bãi biển nổi tiếng nên giữ được không khí yên bình.",dulichbinhminh.com,OTHER,
bai-bien-con-bung-thanh-hai,Bãi biển Cồn Bửng (Thạnh Hải),nature,ben-tre,Bãi biển Cồn Bửng Thạnh Hải Bến Tre,MATCH,Biển Cồn Bửng Bến Tre nổi tiếng với nét đẹp thuần tự nhiên,https://mia.vn/cam-nang-du-lich/bien-con-bung-ben-tre-noi-tieng-voi-net-dep-thuan-tu-nhien-11579,"Oct 11, 2023 · Biển Cồn Bửng là địa điểm du lịch Bến Tre rất được người dân bản địa và tín đồ xê dịch ưa chuộng. Nơi đây khiến bao người ngẩn ngơ bởi nét đẹp thiên nhiên nguyên sinh, đầy thơ mộng.",mia.vn,TIER3,
bai-bien-mo-o-truong-long-hoa-tra-vinh,Bãi biển Mỏ Ó - Trường Long Hòa,nature,tra-vinh,Bãi biển Mỏ Ó Trường Long Hòa Trà Vinh,MATCH,Biển Ba Động – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Biển_Ba_Động,"Biển Ba Động là một khu du lịch biển tọa lạc trên địa bàn khóm Cồn Trứng, phường Trường Long Hòa, tỉnh Vĩnh Long, Việt Nam (trước đây là xã Trường Long Hòa, thị xã Duyên Hải, tỉnh Trà Vinh), [1] cách trung tâm phường Trà Vinh khoảng 55 km.",vi.wikipedia.org,TIER1,
bai-bien-thanh-phu,Bãi biển Thạnh Phú,nature,ben-tre,Bãi biển Thạnh Phú Bến Tre,MATCH,"Kinh nghiệm đi biển Thạnh Phú Bến Tre: chơi gì, ăn gì... -HaloTravel",https://halotravel.vn/bien-thanh-phu-ben-tre/,"bien thanh phu ben tre. Ảnh: @1chuong1.Đa số mọi người đi du lịch biển Thạnh Phú Bến Tre đều chỉ đi trong ngày, nên các du khách thường thuê ghế trên bãi biển hoặc các hàng quán.",halotravel.vn,OTHER,
bai-boi-rung-ngap-man-ba-tri-ben-tre,Bãi Bồi Và Rừng Ngập Mặn Ba Tri,nature,ben-tre,Bãi Bồi Và Rừng Ngập Mặn Ba Tri Bến Tre,MATCH,Khám phá Ba Tri (Bến Tre): 5 điểm đến đáng để bạn khám phá,https://mytour.vn/vi/blog/bai-viet/du-lich-ba-tri-ben-tre-5-diem-thu-vi-dang-cho-ban-kham-pha.html,"Ba Tri là một trong những điểm du lịch phổ biến của tỉnh Bến Tre. Hãy cùng khám phá 5 điểm du lịch Ba Tri đầy hấp dẫn, đẹp mắt và nổi tiếng. Tổng quan về Ba Tri.",mytour.vn,TIER3,
bai-tam-con-phu-binh,Bãi tắm cồn Phú Bình,nature,ben-tre,Bãi tắm cồn Phú Bình Bến Tre,MATCH,Top Những Điểm Tham Quan Nổi Tiếng Tại Bến Tre,https://vietwave.com.vn/mextravel/vi/tin-tuc/top-nhung-diem-tham-quan-noi-tieng-tai-ben-tre-90,"Tắm Biển Cồn Bửng Bến Tre ăn hải sản bao ngon bao rẻ. Biển Cồn Bửng còn được nhiều người biết tới với tên Thạnh Phú, một trong những bãi biển vẫn còn lưu giữ được nguyên nét hoang sơ vốn có.",vietwave.com.vn,OTHER,
banh-bao-tai-co,Bánh Bao Tài Có,dish,vinh-long,Bánh Bao Tài Có Vĩnh Long đặc sản OCOP,MATCH,Vĩnh Long tham gia ngày hội bánh dân gian Nam Bộ kết hợp Hội chợ...,https://vinhlongtourist.vn/vi/detailnews/?t=vinh-long-tham-gia-ngay-hoi-banh-dan-gian-nam-bo-ket-hop-hoi-cho-xuc-tien-thuong-mai-san-pham-ocop-va-dac-san-vung-mien-tinh-vinh-long-nam-2025&id=news_12133,"sản phẩm OCOP tiêu biểu đặc trưng của tỉnh như bánh phồng khoai lang, bánh quy khoai lang, khoai lang sấy,... để giới thiệu đến du khách trong và ngoài tỉnh.",vinhlongtourist.vn,OTHER,
banh-bo-nuong-tra-vinh,Bánh bò nướng Trà Vinh,dish,tra-vinh,Bánh bò nướng Trà Vinh Trà Vinh đặc sản OCOP,MATCH,Những món ăn ngon đặc sản Trà Vinh nhất định phải thử,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/nhung-mon-ngon-dac-san-tra-vinh-nhat-dinh-phai-thu.html,"Món ăn này có sự kết hợp giữa các nguyên liệu như mắm bò hóc, thịt heo quay và các loại rau sống.Xuất phát từ món ăn dân dã trong đời sống hàng ngày, cháo ám trở thành một đặc sản Trà Vinh độc đáo. Đến Trà Vinh, rất nhiều du khách muốn nếm thử mùi vị cháo ám một lần.",thamhiemmekong.com,OTHER,
banh-canh-ben-co,Bánh canh Bến Có,dish,tra-vinh,Bánh canh Bến Có Trà Vinh đặc sản OCOP,MATCH,Top 3 địa điểm MUA quà tết uy tín ở trà vinh,https://vicosap.vn/top-3-dia-diem-mua-qua-tet-uy-tin-o-tra-vinh-d480263,"Bánh canh Bến Có nổi tiếng hơn 20 năm qua gắn liền với địa danh ấp Bến Có, thuộc xã Nguyệt Hóa, huyện Châu Thành, tỉnh Trà Vinh.Cửa hàng trưng bày sản phẩm OCOP hợp tác xã Trà Vinh.",vicosap.vn,OTHER,
banh-canh-ben-co-tra-vinh,Bánh Canh Bến Có Trà Vinh,dish,tra-vinh,Bánh Canh Bến Có Trà Vinh Trà Vinh đặc sản OCOP,MATCH,Top 3 địa điểm MUA quà tết uy tín ở trà vinh,http://duasapvicosap.vn/top-3-dia-diem-mua-qua-tet-uy-tin-o-tra-vinh-d480263,"Tỉnh Trà Vinh hiện có 184 sản phẩm OCOP của 118 chủ thể (72 hộ kinh doanh; 20 công ty, 5 doanh nghiệp, 19 hợp tác xã và 2 tổ hợp tác). Trung ương cũng vừa công nhận OCOP 5 sao đối với 3 sản phẩm của tỉnh Trà Vinh gồm...",duasapvicosap.vn,OTHER,
banh-canh-ben-tre,Bánh canh Bến Tre,dish,ben-tre,Bánh canh Bến Tre Bến Tre đặc sản OCOP,MATCH,Đặc sản ở Bến Tre món gì ngon?,https://oneshop.vn/blog/dac-san-o-ben-tre-mon-gi-ngon-n10p,Bến Tre nổi tiếng với nhiều món ăn mang hương vị đặc trưng miền Tây Nam Bộ.Bánh canh bột xắt là đáp án tiếp theo cho câu hỏi “Đặc sản ở Bến Tre món gì ngon?”,oneshop.vn,OTHER,
banh-canh-bot-xat,Bánh Canh Bột Xắt,dish,ben-tre,Bánh Canh Bột Xắt Bến Tre đặc sản OCOP,MATCH,Bánh canh bột xắt Bến Tre | Viet Fun Travel,https://www.vietfuntravel.com.vn/blog/banh-canh-bot-xat-ben-tre.html,Bánh canh bột xắt - đặc sản nức tiếng Bến Tre.Sở dĩ có tên là bánh canh bột xắt Bến Tre vì các sợi bánh canh đều được xắt hoàn toàn bằng tay. Các sợi bột sau khi xắt sẽ được cho vào nồi nước đang sôi. Bởi nước chưa sôi mà đã cho bột vào thì bột sẽ bị nhão dần rồi rã ra.,vietfuntravel.com.vn,OTHER,
banh-canh-bot-xat-ben-tre,Bánh Canh Bột Xắt Bến Tre,dish,ben-tre,Bánh Canh Bột Xắt Bến Tre Bến Tre đặc sản OCOP,MATCH,Bánh canh bột xắt Bến Tre | Viet Fun Travel,https://www.vietfuntravel.com.vn/blog/banh-canh-bot-xat-ben-tre.html,"Bánh canh bột xắt - đặc sản nức tiếng Bến Tre.Bánh canh bột xắt thịt vịt thường có vị thơm và đặc sắc hơn bánh canh giò heo. Thịt vịt tính hàn ăn cùng với nước mắm gừng cay cay, chua chua cân bằng lại thì “tuyệt cú mèo”.",vietfuntravel.com.vn,OTHER,
banh-canh-cho-ben-tre-hang-goc-cho-ben-tre-ben-tre,Bánh canh chợ Bến Tre (hàng góc chợ Bến Tre),restaurant,ben-tre,Bánh canh chợ Bến Tre hàng góc chợ Bến Tre Bến Tre địa chỉ,MATCH,"Khám Phá Bánh Canh Bột Xắt Bến Tre: Địa Chỉ, Giá Và Cách Ăn...",https://buulong.com.vn/banh-canh-bot-xat-cho-ben-tre.html,Những địa chỉ nổi bật để thưởng thức bánh canh bột xắt ở Bến Tre. Quán “BA Chớ” – hương vị vịt đậm đà. Lý do “BA Chớ” được yêu thích.,buulong.com.vn,OTHER,
banh-canh-chu-bay-giong-trom-ben-tre,Bánh canh Chú Bảy Giồng Trôm,restaurant,ben-tre,Bánh canh Chú Bảy Giồng Trôm Bến Tre địa chỉ,MATCH,Khám Phá Bánh Canh Lùm Nổi Tiếng Ở Giồng Trôm | TikTok,https://www.tiktok.com/@angiodauvlog/video/7477417905928277255,"9945 Lượt thích,497 Bình luận.Video TikTok từ Ăn Gì Ở Đâu? (@angiodauvlog): ""Tìm hiểu về món Bánh Canh Lùm nổi tiếng ở Giồng Trôm, Bến Tre.",tiktok.com,OTHER,
banh-cuon-nong---tran-quoc-tuan,Bánh Cuốn Nóng - Trần Quốc Tuấn,dish,tra-vinh,Bánh Cuốn Nóng Trần Quốc Tuấn Trà Vinh đặc sản OCOP,MATCH,Hình ảnh tại Bánh Cuốn Nóng - Trần Quốc Tuấn | Tổng hợp Trà Vinh,https://www.foody.vn/tra-vinh/banh-cuon-nong-tran-quoc-tuan/album-tong-hop,Trà Vinh tra vinh. Bạc Liêu bac lieu. Phú Thọ phu tho.,foody.vn,OTHER,
banh-dua-giong-luong,Bánh dừa Giồng Luông,dish,ben-tre,Bánh dừa Giồng Luông Bến Tre đặc sản OCOP,AMBIGUOUS,Lưu giữ nghề làm bánh dừa truyền thống | Báo Nhân Dân điện tử,https://nhandan.vn/luu-giu-nghe-lam-banh-dua-truyen-thong-post778945.html,"Sản phẩm bánh dừa Giồng Luông được cấp nhãn hiệu và đạt chứng nhận OCOP hạng 3 sao.Từ đó, bánh dừa mang tên Giồng Luông trở thành đặc sản của địa phương và được bán khắp các tỉnh trong khu vực.",nhandan.vn,TIER2,
banh-flan-14,Bánh Flan 14,dish,ben-tre,Bánh Flan 14 Bến Tre đặc sản OCOP,MATCH,Top 16 Món ngon Bến Tre đặc sản miền Tây đáng thử nhất - Taste...,https://tasteofvietnam.vn/top-16-mon-ngon-ben-tre-dac-san-mien-tay-dang-thu-nhat.html,"Món ngon Bến Tre – Bến Tre nổi tiếng với du khách gần xa bởi những rặng dừa xanh bát ngát. Đây cũng là nơi thiên nhiên ưu ái ban tặng những vườn trái cây trĩu quả, những dòng sông con rạch chằng chịt và những lễ hội văn hoá đặc sắc.",tasteofvietnam.vn,OTHER,
banh-kep-thuy-kieu,Bánh kẹp Thúy Kiều,product,ben-tre,Bánh kẹp Thúy Kiều Bến Tre đặc sản OCOP,MATCH,"Bến Tre khai thác, phát triển tuyến du lịch Chợ Nổi dừa – sông Thom...",https://nongthon.vietnamtourism.gov.vn/ben-tre-khai-thac-phat-trien-tuyen-du-lich-cho-noi-dua-song-thom/,"...đặc biệt là giới thiệu, quảng bá sản phẩm OCOP đạt chất lượng 3 sao, 4 sao của huyện đến nhiều công ty lữ hành du lịch và khách du lịch như: Kẹo dừa Tuyết Phụng, bưởi da xanh, rượu Gia Bảo, bánh kẹp Thúy Kiều, bánh trung thu.",nongthon.vietnamtourism.gov.vn,TIER1,
banh-la-dua-vinh-long,Bánh lá dứa Vĩnh Long,product,vinh-long,Bánh lá dứa Vĩnh Long Vĩnh Long đặc sản OCOP,MATCH,“Đã thèm” với hàng trăm loại bánh dân gian Nam Bộ - Vĩnh Long Online,https://baovinhlong.com.vn/tin-moi/202504/da-them-voi-hang-tram-loai-banh-dan-gian-nam-bo-76f08de/,"Vĩnh Long là địa phương có thế mạnh nông nghiệp với nhiều sản phẩm chủ lực như bưởi năm roi Bình Minh, cam sành Tam Bình, sầu riêng ri 6, chôm chôm Bình Hòa Phước, khoai lang Bình Tân…",baovinhlong.com.vn,TIER2,
banh-mi-co-lan-duong-hung-vuong-ben-tre,Bánh mì Cô Lan đường Hùng Vương,restaurant,ben-tre,Bánh mì Cô Lan đường Hùng Vương Bến Tre địa chỉ,MATCH,Danh sách những nhà hàng ngon nhất ở Bến Tre,https://mytour.vn/vi/blog/bai-viet/danh-sach-cac-nha-hang-ngon-nhat-o-ben-tre.html,"Địa chỉ: Bến Hùng Vương, Thành phố Bến Tre.Địa chỉ: Số 210B, đại lộ Đồng Khởi, Thành phố Bến Tre. Với phòng riêng thiết kế ấm cúng và tiện nghi, Nhà hàng Đồng Khởi 2 là địa điểm lý tưởng cho các buổi tiệc.",mytour.vn,TIER3,
banh-mi-co-sau-gan-truong-ai-hoc-tra-vinh-tra-vinh,Bánh mì Cô Sáu gần Trường Đại học Trà Vinh,restaurant,tra-vinh,Bánh mì Cô Sáu gần Trường Đại học Trà Vinh Trà Vinh địa chỉ,MATCH,"Tiệm bánh ăn vặt núp hẻm Trà Vinh, gần trường đại học... | TikTok",https://www.tiktok.com/@anvattravinh/video/7582960990199794965,"Ăn vặt Trà Vinh Quyên. Dâu hôm nay đẹp xuất sắc, dâu tây mùa này ngọt rồi nhe khách ơi, ở Trà Vinh có tìm dâu thì ghé em nhe.",tiktok.com,OTHER,
banh-nhat-ngoc,Bánh Nhật Ngọc,product,vinh-long,Bánh Nhật Ngọc Vĩnh Long đặc sản OCOP,MATCH,DEMETER - Hàng nghìn sản phẩm OCOP đổ bộ về phiên chợ Tết xanh,https://demeter.vn/tin-tuc/hang-nghin-san-pham-ocop-do-bo-ve-phien-cho-tet-xanh,"Tiểu thương sẵn sàng đón khách. Anh Nguyễn Thanh Việt, đại diện Công ty TNHH Bánh Nhật Ngọc (Vĩnh Long), cho biết năm nay là năm thứ ba anh tham gia phiên chợ Tết.",demeter.vn,OTHER,
banh-phong-khoai-lang-nhat-ngoc,Bánh phồng khoai lang Nhật Ngọc,product,vinh-long,Bánh phồng khoai lang Nhật Ngọc Vĩnh Long đặc sản OCOP,MATCH,Khoai lang Vĩnh Long từ món ăn dân dã đến sản phẩm OCOP 4 sao,https://vinhlong.gov.vn/svhttdl/xem-chi-tiet-tin-tuc/id/208085,"Mong rằng, trong thời gian tới, các sản phẩm được làm từ khoai lang, đặc biệt là sản phẩm được công nhận OCOP tiêu biểu 4 sao, sẽ trở thành một trong những điểm sáng cho ẩm thực Vĩnh Long, để thu hút nhiều du khách trong và ngoài nước đến tham quan và thưởng thức./.",vinhlong.gov.vn,TIER1,
banh-phong-mi-giong-trom,Bánh Phồng Mì Giồng Trôm,product,ben-tre,Bánh Phồng Mì Giồng Trôm Bến Tre đặc sản OCOP,AMBIGUOUS,Bánh phồng Sơn Đốc – Wikipedia tiếng Việt,https://vi.wikipedia.org/wiki/Bánh_phồng_Sơn_Đốc,"Ngoài hai nguyên liệu chính, bánh phồng Sơn Đốc được làm bằng hai loại bột nếp và bột khoai mì, kèm theo đó là mè, đậu xanh, sầu riêng, trứng gà, sữa, nước cốt dừa... để ra một số biến thể.",vi.wikipedia.org,TIER1,
banh-phong-son-doc,Bánh phồng Sơn Đốc,product,ben-tre,Bánh phồng Sơn Đốc Bến Tre đặc sản OCOP,MATCH,Bến Tre: Về thăm làng nghề bánh phồng Sơn Đốc hơn trăm năm tuổi,https://dulichvn.org.vn/index.php/item/ben-tre-ve-tham-lang-nghe-banh-phong-son-doc-hon-tram-nam-tuoi-63465,Bánh phồng Sơn Đốc vang danh hàng trăm năm qua.Hiện tại cơ sở của tôi có 2 sản phẩm OCOP hạng 3 sao là bánh phồng mì dán chuối và bánh phồng mì béo”.,dulichvn.org.vn,OTHER,
banh-phu-the-vinh-long,Bánh phu thê Vĩnh Long,dish,vinh-long,Bánh phu thê Vĩnh Long Vĩnh Long đặc sản OCOP,MATCH,Bánh phồng Sơn Đốc: Giữ hồn làng nghề nhờ nhãn hiệu tập thể,https://baomoi.com/banh-phong-son-doc-giu-hon-lang-nghe-nho-nhan-hieu-tap-the-c55500479.epi,"3 hours ago · Làng nghề bánh phồng Sơn Đốc hơn trăm năm tuổi ở Vĩnh Long đang nâng cao giá trị nhờ phát triển sở hữu trí tuệ. Với vai trò quan trọng của HTX, việc khai thác hiệu quả nhãn hiệu tập thể, xây dựng thương hiệu và đổi mới sản xuất đang mở ra hướng phát triển bền vững cho làng nghề truyền thống.",baomoi.com,OTHER,
banh-tam-ben-tre-hang-xe-day-khu-vuc-truong-hoc-ben-tre,Bánh tằm Bến Tre (hàng xe đẩy khu vực trường học),restaurant,ben-tre,Bánh tằm Bến Tre hàng xe đẩy khu vực trường Bến Tre địa chỉ,MATCH,"""Điểm danh"" TOP 20 địa điểm du lịch đẹp có ""1-0-2"" ở Bến Tre",https://www.vietfuntravel.com.vn/blog/nhung-dia-diem-tham-quan-va-du-lich-o-ben-tre.html,"Cách trung tâm thành phố Bến Tre khoảng 5km, khu du lịch Lan Vương là thiên đường vui chơi nghỉ dưỡng được nhiều bạn trẻ Sài Thành tìm đến dạo thời gian gần đây.",vietfuntravel.com.vn,OTHER,
banh-tet-ba-nhan,Bánh tét ba nhân,product,vinh-long,Bánh tét ba nhân Vĩnh Long đặc sản OCOP,MATCH,Đặc sản bánh tét Vĩnh Long khẳng định thương hiệu nhờ OCOP,https://baotintuc.vn/kinh-te/dac-san-banh-tet-vinh-long-khang-dinh-thuong-hieu-nho-ocop-20260206155542860.htm,"Feb 6, 2026 · Từ các hộ làm bánh ở làng nghề bánh tét Trà Cuôn (xã Vinh Kim) đến những hộ gói bánh truyền thống ngoài làng nghề, không khí sản xuất tất bật ngày và đêm để kịp phục vụ nhu cầu thị trường tăng cao dịp Tết.",baotintuc.vn,OTHER,
