entity_id,name,type,area,trust_score,verdict,claim_count,source_status,web_result,hallucination_flags,factual_errors,missing_source
ca-phe-song-tien-ben-ninh-kieu-vinh-long-vinh-long,Cà phê Sông Tiền – bến Ninh Kiều Vĩnh Long,cafe,vinh-long,42,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;mentions_outside_area:can-tho;web_match,0,Y
cho-noi-cai-be,Đi chợ nổi Cái Bè,experience,vinh-long,42,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;mentions_outside_area:tien-giang;web_match,0,Y
chuot-dong-nuong,Chuột đồng nướng,dish,vinh-long,42,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_4;mentions_outside_area:hcm;web_match,0,Y
cua-dai-cua-song-my-thosong-tien-ben-tre,Cửa Đại (cửa sông Mỹ Tho/sông Tiền),nature,ben-tre,42,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_8;mentions_outside_area:tien-giang;web_match,0,Y
cua-hang-ocop-vinh-long-trung-tam-xuc-tien-thuong-mai-vinh-long,Cửa hàng OCOP Vĩnh Long (Trung tâm Xúc tiến Thương mại),attraction,vinh-long,42,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;mentions_outside_area:hcm;web_match,0,Y
diem-giao-dich-vinaphone-vnpt-cach-mang-thang-8-ben-tre,Điểm giao dịch Vinaphone (VNPT) – Cách Mạng Tháng 8,facility,ben-tre,42,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified,0,Y
diem-xe-buyt-phuong-trang-vinh-long-can-tho-tuyen-lien-tinh-vinh-long,Điểm Xe Buýt Phương Trang Vĩnh Long – Cần Thơ (Tuyến liên tỉnh),facility,vinh-long,42,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;mentions_outside_area:can-tho;web_match,0,Y
giai-ban-marathon-vinh-long-mo-rong-hanh-trinh-trai-tim-mekong-vinh-long,Giải Bán Marathon Vĩnh Long Mở rộng – Hành trình Trái tim Mekong,event,vinh-long,42,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;mentions_outside_area:hcm;web_match,0,Y
hu-tieu-ca-phe-cho-cai-be-quan-truoc-cong-cho-cai-be-vinh-long,Hủ Tiếu – Cà Phê Chợ Cái Bè (quán trước cổng chợ Cái Bè),restaurant,vinh-long,42,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;mentions_outside_area:tien-giang;web_match,0,Y
hu-tieu-my-tho-anh-tuan-ben-tre,Hủ tiếu Mỹ Tho Anh Tuấn,restaurant,ben-tre,42,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_2;mentions_outside_area:tien-giang;web_match,0,Y
itinerary-mien-tay-nhiet-anh-001,"Miền Tây Nhiếp ảnh – Chợ nổi, làng gốm, hoàng hôn",itinerary,vinh-long,42,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;mentions_outside_area:tien-giang;web_match,0,Y
khoai-lang-mam-song-cuon-la-cach,Khoai lang mắm sống cuốn lá cách,dish,vinh-long,42,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
quan-bun-nuoc-leo-cho-tra-vinh-tra-vinh,Quán bún nước lèo chợ Trà Vinh,restaurant,tra-vinh,42,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_5;mentions_outside_area:soc-trang;web_match,0,Y
shop-luu-niem-ben-ninh-kieu-gian-hang-vinh-long-vinh-long,Shop Lưu Niệm Bến Ninh Kiều - Gian hàng Vĩnh Long,attraction,vinh-long,42,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:can-tho;web_match,0,Y
vinh-long-1-day-backpacker,Vĩnh Long 1 ngày – Cù lao + Chợ nổi,itinerary,vinh-long,42,SUSPECT,13,NO_URL,MATCH,"source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_13;mentions_outside_area:hcm,tien-giang;web_match",0,Y
dua-sap-cau-ke,Dừa sáp Cầu Kè,product,tra-vinh,43,SUSPECT,2,NO_URL,ERROR,source_without_url;coordinate_cluster_13;approximate_coordinates;missing_images;unverified_claims_2;web_not_found_or_error,0,Y
itinerary-lang-nghe-vong-quanh,"Làng nghề vòng quanh – Gốm, Dệt, Kẹo dừa",itinerary,,43,SUSPECT,7,NO_URL,AMBIGUOUS,source_without_url;missing_coordinates;missing_images;unverified_claims_7;mentions_outside_area:dong-thap,0,Y
itinerary-vl-bt-tv-3d3t-giadinh,3 tỉnh 3 ngày – Gia đình ghép tour VL+BT+TV,itinerary,,43,SUSPECT,7,NO_URL,AMBIGUOUS,"source_without_url;missing_coordinates;missing_images;unverified_claims_7;mentions_outside_area:hcm,tien-giang",0,Y
nha-co-huynh-thuy-le,Nhà cổ Huỳnh Thủy Lê,attraction,ben-tre,43,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_4;mentions_outside_area:dong-thap,0,Y
ca-khoai-tra-vinh,Cá khoai Trà Vinh,dish,tra-vinh,44,SUSPECT,3,NO_URL,MATCH,source_without_url;llm_fingerprint;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
cho-tan-thanh,Chợ Tân Thành,attraction,vinh-long,44,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
chua-ang,Chùa Âng,attraction,tra-vinh,44,SUSPECT,5,NO_URL,MATCH,source_without_url;llm_fingerprint;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
cu-cai-non-muoi-chua-bui-thi-thanh-thao-ocop,Củ cải non muối chua Bùi Thị Thanh Thảo (OCOP),product,vinh-long,44,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
dua-sap-sinh-to,Dừa Sáp Sinh Tố,drink,tra-vinh,44,SUSPECT,7,NO_URL,MATCH,source_without_url;llm_fingerprint;coordinate_cluster_47;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
hau-sua-thanh-phu,Hàu Sữa Thạnh Phú,dish,ben-tre,44,SUSPECT,2,NO_URL,MATCH,source_without_url;llm_fingerprint;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
khoai-lang-tan-thanh-ocop,Khoai lang Tân Thành (OCOP),product,vinh-long,44,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;mentions_outside_area:hcm;web_match,0,Y
man-an-phuoc-ocop,Mận An Phước (OCOP),product,vinh-long,44,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_6;mentions_outside_area:hcm;web_match,0,Y
vu-sua-hoang-kim-thanh-binh-ocop,Vú sữa hoàng kim Thanh Bình (OCOP),product,vinh-long,44,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;mentions_outside_area:hcm;web_match,0,Y
am-thuc-san-vuon-1985-vinh-long,Ẩm Thực Sân Vườn 1985,restaurant,vinh-long,45,SUSPECT,8,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_8,0,Y
banh-xeo-muoi-xinh-ben-tre,Bánh xèo Mười Xinh,restaurant,ben-tre,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4,0,Y
ben-xe-duyen-hai-tx-duyen-hai-tra-vinh,Bến xe Duyên Hải (TX. Duyên Hải),facility,tra-vinh,45,SUSPECT,12,NO_URL,MATCH,"source_without_url;coordinate_cluster_20;approximate_coordinates;missing_images;unverified_claims_12;phone_format_only_not_live_verified;mentions_outside_area:can-tho,dong-thap,hcm;web_match",0,Y
ben-xe-mien-tay-hcm,Bến xe Miền Tây,facility,,45,SUSPECT,5,NO_URL,MISMATCH,"source_without_url;missing_coordinates;missing_images;unverified_claims_5;mentions_outside_area:can-tho,hcm;web_mismatch_false_positive_manual_review",0,Y
canh-chua-ca-linh-bong-so-dua,Canh Chua Cá Linh Bông So Đũa,dish,vinh-long,45,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_5,0,Y
chao-dua-thuan-duyen-tam-binh,Chao dừa Thuận Duyên Tam Bình,product,vinh-long,45,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5,0,Y
chao-long-ba-nam-cho-phuong-4-ben-tre,Cháo lòng Bà Năm (chợ Phường 4),restaurant,ben-tre,45,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5,0,Y
chua-ba-thien-hau-vinh-long,Chùa Bà Thiên Hậu (Hội quán Phước Kiến Vĩnh Long),attraction,vinh-long,45,SUSPECT,9,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_9,0,Y
com-chay-thanh-dam-vinh-long,Cơm Chay Thanh Đạm,restaurant,vinh-long,45,SUSPECT,7,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7,0,Y
goi-cuon-tom-thit,Gỏi cuốn tôm thịt,dish,vinh-long,45,SUSPECT,1,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1,0,Y
hai-chom-chom-an-binh,Hái chôm chôm tại vườn An Bình,experience,vinh-long,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
hoi-cho-xuc-tien-thuong-mai-san-pham-cong-nghiep-nong-thon-va-ocop-vinh-long-gan-voi-ok-om-bok-vinh-long,Hội chợ Xúc tiến Thương mại – Sản phẩm Công nghiệp Nông thôn và OCOP Vĩnh Long (gắn với Ok Om Bok),event,vinh-long,45,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5,0,Y
khu-di-tich-lang-ong-con-tau,Khu di tích Lăng Ông Cồn Tàu,history,tra-vinh,45,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_6;mentions_outside_area:hcm,0,Y
lien-hoan-don-ca-tai-tu-nam-bo-tinh-ben-tre-ben-tre,Liên hoan Đờn ca Tài tử Nam Bộ tỉnh Bến Tre,event,ben-tre,45,SUSPECT,3,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3,0,Y
mua-nuoc-noi-dbscl,Mùa nước nổi ĐBSCL,experience,vinh-long,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
nha-hang-ben-nuoc-khu-du-lich-my-hoa-vinh-long,Nhà hàng Bến Nước (khu du lịch Mỹ Hòa),restaurant,vinh-long,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
nha-hang-phuong-nam-ven-song-long-ho-vinh-long,Nhà hàng Phương Nam (ven sông Long Hồ),restaurant,vinh-long,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
quan-com-binh-dan-ut-huong-tra-vinh,Quán cơm bình dân Út Hương,restaurant,tra-vinh,45,SUSPECT,1,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_1,0,Y
quan-com-chay-gan-chua-ang-angkor-rajaborei-tra-vinh,Quán cơm chay gần chùa Âng (Angkor Rajaborei),restaurant,tra-vinh,45,SUSPECT,1,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_1,0,Y
quan-nhau-san-vuon-tu-da-vinh-long,Quán Nhậu Sân Vườn Tư Đa,restaurant,vinh-long,45,SUSPECT,3,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3,0,Y
sinh-to-ha-tien-duong-pham-thai-buong-vinh-long,Sinh Tố Hà Tiên – đường Phạm Thái Bường,cafe,vinh-long,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
trien-lam-hoi-cho-nong-nghiep-cong-nghe-cao-ben-tre-ben-tre,Triển lãm - Hội chợ Nông nghiệp Công nghệ cao Bến Tre,event,ben-tre,45,SUSPECT,6,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_6,0,Y
vuot-song-co-chien,Vượt sông Cổ Chiên bằng phà,experience,ben-tre,45,SUSPECT,4,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4,0,Y
wifi-cong-cong-khu-vuc-trung-tam-tp-vinh-long-vinh-long,Wifi công cộng – Khu vực trung tâm TP Vĩnh Long,facility,vinh-long,45,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5,0,Y
xa-hoa-minh,Xã Hòa Minh,place,tra-vinh,45,SUSPECT,2,NO_URL,AMBIGUOUS,source_without_url;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_2,0,Y
bon-bon-cho-lach,Bòn bon Chợ Lách,product,ben-tre,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
ca-tra-tra-vinh,Cá tra Trà Vinh,product,tra-vinh,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
cau-can-tho,Cầu Cần Thơ,attraction,vinh-long,46,SUSPECT,4,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;missing_images;unverified_claims_4;mentions_outside_area:can-tho;web_match,0,Y
chua-botum-rangsay,Chùa Bótum Răngsây,history,tra-vinh,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chua-co-nodol,Chùa Cò (Nodol),history,tra-vinh,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chua-phno-don-chua-giong-lon,Chùa Phnô Đôn (chùa Giồng Lớn),history,tra-vinh,46,SUSPECT,2,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
chua-ro-sro-lon,Chùa Rô (Sro Lôn),history,tra-vinh,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
con-quy,Cồn Quy,nature,ben-tre,46,SUSPECT,8,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;missing_images;unverified_claims_8;mentions_outside_area:tien-giang;web_match,0,Y
cong-ty-tnhh-mtv-quoc-thao,Công ty TNHH MTV Quốc Thảo,craft_village,vinh-long,46,SUSPECT,2,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;missing_images;unverified_claims_2;mentions_outside_area:hcm;web_match,0,Y
dua-kho-tra-vinh,Dừa khô Trà Vinh,product,tra-vinh,46,SUSPECT,3,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
dua-trai-tra-vinh,Dừa trái Trà Vinh,product,tra-vinh,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
khoai-lang-binh-tan,Khoai lang tím Nhật Bình Tân,product,vinh-long,46,SUSPECT,3,NO_URL,MISMATCH,source_without_url;missing_images;unverified_claims_3;mentions_outside_area:hcm;manual_p1_suspect,0,Y
khu-di-tich-mo-va-den-tho-phan-thanh-gian,Khu di tích mộ và đền thờ Phan Thanh Giản,history,ben-tre,46,SUSPECT,5,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
khu-du-lich-nha-xua-va-homestay-ut-trinh,Khu du lịch nhà xưa và homestay Út Trinh,attraction,vinh-long,46,SUSPECT,2,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
lang-du-lich-cong-dong-cai-ngang,Làng du lịch cộng đồng Cái Ngang,attraction,vinh-long,46,SUSPECT,4,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
lo-gach-mang-thit,Lò gạch Mang Thít,attraction,vinh-long,46,SUSPECT,10,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_10;web_match,0,Y
lua-gao-chat-luong-cao-tra-vinh,Lúa gạo chất lượng cao Trà Vinh,product,tra-vinh,46,SUSPECT,3,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mo-va-khu-luu-niem-nha-giao-vo-truong-toan,Mộ và Khu lưu niệm nhà giáo Võ Trường Toản,history,ben-tre,46,SUSPECT,4,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
phuoc-thanh-iv-tourist-area,Phước Thành IV Tourist Area,accommodation,vinh-long,46,SUSPECT,1,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
thien-hau-cung,Thiên Hậu Cung,history,vinh-long,46,SUSPECT,4,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
vin-hotel-vinh-long,Vin Hotel Vĩnh Long,accommodation,vinh-long,46,SUSPECT,3,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
agribank-chi-nhanh-vinh-long-vinh-long,Agribank Chi nhánh Vĩnh Long,facility,vinh-long,47,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_2;phone_format_only_not_live_verified;web_match,0,Y
atm-vietcombank-benh-vien-da-khoa-tinh-vinh-long,ATM Vietcombank – Bệnh viện Đa khoa tỉnh,facility,vinh-long,47,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,Y
benh-vien-da-khoa-nguyen-dinh-chieu-ben-tre,Bệnh viện Đa khoa Nguyễn Đình Chiểu,facility,ben-tre,47,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_7;phone_format_only_not_live_verified;web_match,0,Y
benh-vien-da-khoa-tinh-vinh-long-vinh-long,Bệnh viện Đa khoa tỉnh Vĩnh Long,facility,vinh-long,47,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,Y
bidv-chi-nhanh-ben-tre-atm-dai-lo-dong-khoi-ben-tre,BIDV Chi nhánh Bến Tre – ATM Đại lộ Đồng Khởi,facility,ben-tre,47,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,Y
bidv-chi-nhanh-vinh-long-vinh-long,BIDV Chi nhánh Vĩnh Long,facility,vinh-long,47,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,Y
bot-nua-bot-khoai-mon-an-quang-huu,Bột nưa (bột khoai môn) An Quảng Hữu,product,tra-vinh,47,SUSPECT,1,SELF_ONLY,AMBIGUOUS,self_reference_only;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_1,0,Y
bot-rau-ma-hoang-gia,Bột rau má Hoàng Gia,product,vinh-long,47,SUSPECT,4,SELF_ONLY,AMBIGUOUS,self_reference_only;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4,0,Y
